name,date,energy,amount,on_peak,mid_day,off_peak,correct_amount,error_rounding,error_calculation,session_type_DEVICE,session_type_MOBILE,session_type_WEB,port_type_CHADEMO,port_type_DCCOMBOTYP1,payment_mode_CREDITCARD,payment_mode_RFID,correct_duration
A,2019-04-21,364.19,191.31,3.0,8.0,7.0,191.31,0.0,0.0,5,12,1,16,2,11,7,41253
A,2019-04-22,337.24,169.31,5.0,9.0,4.0,177.92,0.0,1.0,9,8,1,17,1,12,6,36712
A,2019-04-23,348.22,170.92,5.0,10.0,7.0,180.61,0.0,1.0,10,11,1,19,3,15,7,40536
A,2019-04-24,388.51,204.89,6.0,7.0,5.0,204.89,0.0,0.0,10,8,0,18,0,13,5,38964
A,2019-04-25,343.22,149.15,8.0,17.0,6.0,178.55,0.0,3.0,5,17,9,26,5,9,22,40635
A,2019-04-26,302.07,156.3,6.0,9.0,3.0,156.3,0.0,0.0,6,12,0,16,2,11,7,35662
A,2019-04-27,255.35,127.73,7.0,18.0,7.0,134.29,0.0,1.0,11,20,1,29,3,21,11,34317
A,2019-04-28,332.47,171.11,6.0,10.0,2.0,171.12,1.0,0.0,12,6,0,17,1,12,6,39763
A,2019-04-29,321.43,141.28,7.0,13.0,6.0,167.07,0.0,3.0,11,11,4,26,0,14,12,38544
A,2019-04-30,237.36,97.02,2.0,10.0,5.0,123.91,0.0,3.0,5,9,3,16,1,7,10,26358
A,2019-05-01,318.07,155.91,4.0,10.0,2.0,165.08,0.0,1.0,8,7,1,14,2,7,9,37193
A,2019-05-02,330.39,167.92,7.0,9.0,5.0,173.0,0.0,1.0,12,9,0,20,1,15,6,40887
A,2019-05-03,254.2,116.08,5.0,11.0,6.0,133.8,0.0,3.0,5,14,3,19,3,12,10,32512
A,2019-05-04,323.04,171.98,4.0,11.0,3.0,172.12,0.0,1.0,7,11,0,18,0,10,8,36615
A,2019-05-05,197.51,93.18,4.0,10.0,3.0,103.44,0.0,2.0,9,7,1,15,2,10,7,24102
A,2019-05-06,132.12,61.24,4.0,9.0,3.0,70.13,1.0,4.0,8,8,0,15,1,8,8,17581
A,2019-05-07,189.32,99.14,3.0,7.0,3.0,99.14,0.0,0.0,6,7,0,12,1,7,6,24023
A,2019-05-08,294.41,147.24,2.0,8.0,4.0,153.09,0.0,1.0,5,7,2,14,0,10,4,31360
A,2019-05-09,300.92,147.78,6.0,12.0,5.0,157.52,3.0,2.0,11,11,1,21,2,17,6,32742
A,2019-05-10,347.6,162.64,7.0,14.0,6.0,184.17,0.0,6.0,9,13,5,22,5,15,12,41003
A,2019-05-11,268.36,141.12,7.0,6.0,6.0,141.12,0.0,0.0,13,6,0,18,1,17,2,33891
A,2019-05-12,413.47,218.07,4.0,8.0,4.0,218.07,0.0,0.0,7,9,0,14,2,12,4,43685
A,2019-05-13,271.36,141.84,4.0,6.0,6.0,141.84,0.0,0.0,3,12,1,13,3,9,7,29620
A,2019-05-14,186.49,90.98,6.0,7.0,3.0,99.79,0.0,1.0,6,9,1,16,0,10,6,24341
A,2019-05-15,462.34,222.77,9.0,11.0,8.0,241.67,0.0,3.0,10,16,2,24,4,17,11,50758
A,2019-05-16,301.81,140.34,4.0,10.0,7.0,153.5,0.0,2.0,12,8,1,19,2,14,7,34765
A,2019-05-17,311.56,149.73,7.0,12.0,6.0,164.51,0.0,2.0,16,7,2,22,3,19,6,39714
A,2019-05-18,265.12,118.54,6.0,12.0,3.0,136.64,0.0,3.0,12,8,1,20,1,11,10,31523
A,2019-05-19,297.66,154.25,7.0,7.0,4.0,154.27,0.0,0.0,9,9,0,18,0,13,5,32720
A,2019-05-20,330.89,162.84,6.0,9.0,6.0,171.6,0.0,1.0,8,12,1,18,3,9,12,40106
A,2019-05-21,309.99,163.16,10.0,13.0,4.0,163.17,0.0,1.0,7,20,0,24,3,15,12,35022
A,2019-05-22,467.01,194.92,5.0,11.0,8.0,245.12,0.0,6.0,9,13,2,22,2,12,12,50333
A,2019-05-23,337.71,170.8,4.0,10.0,9.0,176.85,0.0,2.0,10,13,0,18,5,14,9,42488
A,2019-05-24,320.96,138.1,6.0,8.0,13.0,169.0,0.0,5.0,10,15,2,23,4,15,12,43930
A,2019-05-25,369.89,171.83,4.0,14.0,8.0,195.39,0.0,3.0,13,12,1,24,2,15,11,41995
A,2019-05-26,362.82,170.45,2.0,10.0,6.0,186.22,0.0,3.0,7,10,1,17,1,9,9,41009
A,2019-05-27,232.34,100.17,1.0,10.0,9.0,119.02,0.0,3.0,6,8,6,20,0,8,12,26195
A,2019-05-28,309.39,133.4,4.0,9.0,4.0,157.48,0.0,3.0,8,7,2,16,1,10,7,34476
A,2019-05-29,346.74,147.38,4.0,10.0,9.0,180.55,0.0,4.0,13,9,1,21,2,14,9,38023
A,2019-05-30,180.33,79.23,4.0,7.0,3.0,94.54,0.0,3.0,5,7,2,11,3,6,8,20367
A,2019-05-31,190.66,88.14,5.0,3.0,4.0,102.07,0.0,2.0,6,6,0,9,3,10,2,23269
A,2019-06-01,194.93,94.84,2.0,7.0,3.0,103.94,0.0,1.0,5,6,1,12,0,7,5,23684
A,2019-06-02,223.22,99.38,4.0,7.0,2.0,115.51,0.0,2.0,6,6,1,11,2,8,5,23175
A,2019-06-03,186.66,96.77,3.0,4.0,3.0,96.77,0.0,0.0,2,8,0,9,1,6,4,22009
A,2019-06-04,187.53,86.83,4.0,12.0,15.0,98.33,0.0,4.0,8,23,0,29,2,10,21,24674
A,2019-06-05,242.46,118.6,5.0,15.0,13.0,128.48,0.0,2.0,18,14,1,29,4,22,11,31937
A,2019-06-06,148.2,70.43,5.0,14.0,4.0,78.73,0.0,1.0,14,8,1,20,3,17,6,21095
A,2019-06-07,277.0,125.92,2.0,8.0,5.0,143.42,0.0,2.0,6,9,0,13,2,8,7,31413
A,2019-06-08,260.0,129.59,3.0,10.0,2.0,135.99,0.0,1.0,8,7,0,14,1,11,4,26864
A,2019-06-09,279.63,105.09,9.0,5.0,6.0,150.15,0.0,5.0,8,7,5,19,1,7,13,30960
A,2019-06-10,184.86,85.64,4.0,5.0,3.0,97.92,0.0,2.0,4,8,0,11,1,6,6,24031
A,2019-06-11,243.41,117.5,5.0,8.0,4.0,126.06,0.0,1.0,7,10,0,14,3,8,9,27928
A,2019-06-12,201.0,92.62,4.0,5.0,3.0,104.82,0.0,2.0,1,9,2,9,3,5,7,23672
A,2019-06-13,213.14,95.29,3.0,5.0,6.0,113.27,0.0,3.0,5,8,1,11,3,11,3,26201
A,2019-06-14,268.61,120.5,5.0,14.0,4.0,137.81,0.0,2.0,8,13,2,15,8,14,9,32728
A,2019-06-15,196.52,95.55,5.0,15.0,3.0,103.93,0.0,2.0,11,11,1,19,4,13,10,29950
A,2019-06-16,175.62,81.18,2.0,6.0,4.0,90.24,0.0,1.0,6,5,1,10,2,8,4,22390
A,2019-06-17,216.2,106.67,4.0,12.0,3.0,109.95,0.0,2.0,7,8,4,18,1,10,9,29927
A,2019-06-18,205.94,96.83,4.0,10.0,5.0,107.37,0.0,1.0,10,9,0,17,2,14,5,28687
A,2019-06-19,338.04,164.43,7.0,12.0,5.0,178.46,0.0,2.0,12,11,1,20,4,15,9,37748
A,2019-06-20,204.4,91.49,6.0,7.0,5.0,107.92,0.0,3.0,8,9,1,17,1,7,11,26550
A,2019-06-21,241.75,107.75,4.0,8.0,3.0,125.16,0.0,2.0,4,10,1,10,5,7,8,27899
A,2019-06-22,204.47,90.62,4.0,14.0,5.0,107.97,0.0,3.0,9,9,5,22,1,12,11,28521
A,2019-06-23,144.78,67.37,10.0,7.0,1.0,74.65,1.0,3.0,10,8,0,15,3,10,8,21498
A,2019-06-24,138.83,57.85,4.0,5.0,3.0,74.46,0.0,2.0,3,8,1,10,2,4,8,22244
A,2019-06-25,199.05,92.95,9.0,5.0,3.0,104.78,1.0,2.0,10,6,1,13,4,9,8,25952
A,2019-06-26,198.38,103.58,3.0,7.0,5.0,103.58,0.0,0.0,7,8,0,11,4,12,3,31616
A,2019-06-27,107.85,55.55,2.0,5.0,1.0,55.56,0.0,0.0,4,4,0,7,1,5,3,14358
A,2019-06-28,258.39,122.0,4.0,8.0,3.0,132.53,0.0,1.0,7,8,0,10,5,13,2,31854
A,2019-06-29,214.24,101.98,4.0,9.0,5.0,109.44,0.0,1.0,5,13,0,13,5,10,8,23077
A,2019-06-30,276.44,137.0,4.0,8.0,2.0,144.46,0.0,1.0,6,7,1,10,4,8,6,29348
A,2019-07-01,269.28,130.89,4.0,5.0,3.0,143.13,0.0,3.0,5,6,1,11,1,7,5,28193
A,2019-07-02,238.88,124.2,4.0,9.0,3.0,124.2,0.0,0.0,8,7,1,13,3,11,5,27423
A,2019-07-03,212.47,102.43,3.0,9.0,6.0,109.12,0.0,1.0,8,10,0,18,0,11,7,25458
A,2019-07-04,150.03,75.54,2.0,10.0,2.0,75.54,0.0,0.0,3,11,0,13,1,7,7,19164
A,2019-07-05,179.05,94.93,3.0,8.0,7.0,94.93,0.0,0.0,9,9,0,16,2,11,7,29582
A,2019-07-06,207.9,110.45,4.0,6.0,8.0,110.56,0.0,1.0,10,8,0,14,4,15,3,26388
A,2019-07-07,179.19,86.59,4.0,7.0,3.0,94.55,0.0,1.0,8,6,0,12,2,8,6,19167
A,2019-07-08,286.96,133.62,7.0,6.0,5.0,152.43,0.0,2.0,7,11,0,14,4,11,7,31467
A,2019-07-09,112.24,51.73,2.0,9.0,1.0,56.52,0.0,1.0,5,7,0,11,1,5,7,13672
A,2019-07-10,322.29,146.39,9.0,11.0,5.0,169.6,0.0,4.0,8,14,3,23,2,10,15,37282
A,2019-07-11,208.75,96.27,3.0,8.0,1.0,111.4,0.0,2.0,4,8,0,9,3,8,4,24193
A,2019-07-12,320.65,144.19,7.0,8.0,8.0,167.11,0.0,5.0,14,9,0,19,4,13,10,39246
A,2019-07-13,180.87,69.08,1.0,6.0,4.0,91.98,0.0,4.0,5,6,0,8,3,6,5,21310
A,2019-07-14,188.75,98.95,3.0,9.0,2.0,99.77,0.0,1.0,4,10,0,11,3,8,6,23328
A,2019-07-15,271.59,129.25,3.0,10.0,4.0,138.43,0.0,1.0,8,9,0,11,6,9,8,28359
A,2019-07-16,232.3,107.0,5.0,12.0,2.0,117.28,0.0,2.0,12,7,0,15,4,11,8,28445
A,2019-07-17,210.45,109.17,1.0,6.0,4.0,109.17,0.0,0.0,2,8,1,8,3,7,4,23721
A,2019-07-18,217.38,100.41,3.0,9.0,2.0,113.55,0.0,2.0,7,7,0,11,3,8,6,23878
A,2019-07-19,381.52,188.68,5.0,11.0,6.0,199.21,0.0,2.0,9,12,1,14,8,14,8,40645
A,2019-07-20,188.35,76.84,7.0,8.0,3.0,98.65,0.0,3.0,11,5,2,16,2,8,10,24256
A,2019-07-21,216.86,110.5,6.0,11.0,4.0,116.12,0.0,1.0,10,11,0,18,3,12,9,25590
A,2019-07-22,179.79,76.02,0.0,5.0,3.0,90.75,0.0,2.0,4,4,0,6,2,4,4,19885
A,2019-07-23,225.99,87.67,4.0,9.0,5.0,117.93,0.0,5.0,8,10,0,15,3,9,9,27626
A,2019-07-24,223.4,85.9,4.0,7.0,5.0,116.94,0.0,4.0,12,4,0,15,1,6,10,26687
A,2019-07-25,214.35,111.63,7.0,9.0,0.0,111.63,0.0,0.0,5,11,0,14,2,12,4,24856
A,2019-07-26,177.06,76.96,1.0,9.0,3.0,89.45,0.0,3.0,9,4,0,11,2,9,4,22592
A,2019-07-27,207.36,101.54,10.0,8.0,3.0,110.47,0.0,1.0,6,12,3,21,0,7,14,25212
A,2019-07-28,206.21,92.27,5.0,10.0,4.0,107.12,0.0,3.0,7,12,0,18,1,10,9,27473
A,2019-07-29,192.57,84.59,5.0,7.0,1.0,99.39,0.0,2.0,5,8,0,11,2,9,4,21891
A,2019-07-30,202.96,85.98,8.0,7.0,4.0,108.36,0.0,3.0,10,9,0,17,2,10,9,28476
A,2019-07-31,210.16,85.9,6.0,9.0,7.0,111.16,0.0,5.0,12,10,0,20,2,12,10,26291
A,2019-08-01,281.21,111.56,6.0,12.0,5.0,148.02,0.0,6.0,13,8,2,22,1,10,13,30986
A,2019-08-02,284.86,128.89,4.0,15.0,5.0,146.72,0.0,4.0,9,12,3,22,2,14,10,31094
A,2019-08-03,243.19,112.7,5.0,14.0,5.0,125.36,0.0,3.0,9,14,1,18,6,15,9,34070
A,2019-08-04,425.72,203.58,6.0,8.0,6.0,226.63,0.0,4.0,5,13,2,17,3,9,11,59322
A,2019-08-05,342.12,141.9,6.0,12.0,5.0,177.96,0.0,4.0,12,11,0,18,5,14,9,35018
A,2019-08-06,334.15,144.88,2.0,12.0,8.0,172.53,0.0,4.0,8,14,0,20,2,9,13,39588
A,2019-08-07,291.56,141.71,2.0,8.0,6.0,150.76,0.0,1.0,5,11,0,14,2,11,5,29965
A,2019-08-08,325.92,150.41,6.0,9.0,5.0,171.48,0.0,3.0,5,13,2,18,2,10,10,40498
A,2019-08-09,353.27,168.1,4.0,9.0,4.0,183.37,0.0,3.0,8,7,2,16,1,11,6,35120
A,2019-08-10,275.11,115.9,7.0,12.0,8.0,143.38,0.0,4.0,17,10,0,23,4,19,8,40521
A,2019-08-11,347.42,143.02,5.0,10.0,9.0,183.15,0.0,6.0,9,13,2,22,2,11,13,39185
A,2019-08-12,294.49,122.47,5.0,7.0,5.0,152.59,0.0,4.0,7,10,0,16,1,9,8,41158
A,2019-08-13,298.56,113.39,4.0,13.0,3.0,154.43,0.0,5.0,9,11,0,17,3,12,8,34593
A,2019-08-14,293.43,120.83,7.0,10.0,11.0,153.87,0.0,4.0,11,16,1,25,3,19,9,36527
A,2019-08-15,345.74,138.31,4.0,11.0,7.0,181.68,0.0,5.0,10,12,0,20,2,10,12,43262
A,2019-08-16,298.4,148.83,8.0,7.0,3.0,157.14,0.0,1.0,8,10,0,17,1,12,6,36137
A,2019-08-17,410.51,190.16,6.0,12.0,8.0,215.32,0.0,5.0,11,15,0,26,0,17,9,47706
A,2019-08-18,273.44,112.49,6.0,10.0,9.0,142.35,0.0,4.0,8,16,1,22,3,11,14,33068
A,2019-08-19,391.31,173.11,6.0,10.0,6.0,203.95,0.0,4.0,5,17,0,18,4,9,13,44188
A,2019-08-20,255.94,122.32,7.0,7.0,8.0,133.59,0.0,2.0,5,17,0,19,3,11,11,36068
A,2019-08-21,173.32,80.54,3.0,10.0,4.0,89.3,0.0,1.0,3,14,0,17,0,8,9,22104
A,2019-08-22,303.64,150.05,3.0,7.0,6.0,156.93,0.0,1.0,6,10,0,15,1,12,4,32444
A,2019-08-23,304.24,143.5,6.0,7.0,4.0,162.21,0.0,2.0,9,8,0,14,3,12,5,33241
A,2019-08-24,214.53,104.85,7.0,4.0,3.0,111.0,0.0,1.0,7,7,0,12,2,10,4,21672
A,2019-08-25,225.7,102.25,4.0,10.0,2.0,117.98,0.0,2.0,11,5,0,14,2,10,6,29367
A,2019-08-26,234.21,121.22,4.0,11.0,4.0,121.22,0.0,0.0,3,16,0,16,3,12,7,30666
A,2019-08-27,313.51,130.29,9.0,9.0,5.0,166.45,0.0,5.0,11,11,1,21,2,12,11,35837
A,2019-08-28,377.26,166.21,5.0,11.0,9.0,199.33,0.0,4.0,8,17,0,23,2,13,12,43522
A,2019-08-29,372.45,178.59,5.0,14.0,5.0,194.84,0.0,2.0,15,8,1,20,4,14,10,41027
A,2019-08-30,305.04,140.66,4.0,9.0,8.0,157.58,0.0,3.0,7,14,0,17,4,15,6,37784
A,2019-08-31,226.99,107.28,3.0,16.0,3.0,116.09,0.0,2.0,12,10,0,19,3,17,5,27232
B,2018-09-01,166.61,89.93,4.0,5.0,3.0,89.93,0.0,0.0,3,9,0,9,3,7,5,23132
B,2018-09-02,149.62,79.15,3.0,6.0,4.0,79.15,0.0,0.0,5,8,0,11,2,8,5,17618
B,2018-09-03,94.29,48.74,2.0,5.0,2.0,48.74,0.0,0.0,4,5,0,6,3,5,4,15551
B,2018-09-04,137.75,71.24,2.0,6.0,2.0,71.25,0.0,0.0,4,6,0,10,0,7,3,15900
B,2018-09-05,279.95,148.49,5.0,6.0,2.0,148.49,0.0,0.0,6,7,0,12,1,8,5,30217
B,2018-09-06,155.03,79.55,3.0,7.0,3.0,79.56,0.0,1.0,3,10,0,12,1,8,5,23881
B,2018-09-07,204.44,107.74,5.0,8.0,4.0,107.74,0.0,0.0,4,12,1,16,1,10,7,27754
B,2018-09-08,206.74,110.77,7.0,6.0,3.0,110.77,0.0,0.0,12,4,0,15,1,10,6,22772
B,2018-09-09,257.67,136.66,3.0,6.0,2.0,136.66,0.0,0.0,3,8,0,10,1,8,3,26933
B,2018-09-10,148.7,80.06,4.0,3.0,0.0,80.06,0.0,0.0,4,3,0,5,2,5,2,21413
B,2018-09-11,204.83,107.35,7.0,8.0,2.0,107.36,0.0,0.0,6,11,0,15,2,12,5,23487
B,2018-09-12,121.46,64.49,3.0,11.0,3.0,64.49,0.0,0.0,4,13,0,15,2,10,7,19781
B,2018-09-13,148.68,75.89,3.0,10.0,1.0,75.88,0.0,0.0,5,9,0,12,2,9,5,29597
B,2018-09-14,266.29,140.85,4.0,12.0,4.0,140.85,0.0,0.0,6,13,1,19,1,12,8,34261
B,2018-09-15,117.26,60.44,2.0,6.0,4.0,60.44,0.0,0.0,6,6,0,12,0,9,3,17843
B,2018-09-16,172.49,89.41,1.0,9.0,2.0,89.41,0.0,0.0,0,12,0,12,0,8,4,20211
B,2018-09-17,173.34,89.25,6.0,9.0,1.0,89.25,0.0,0.0,5,11,0,16,0,8,8,21650
B,2018-09-18,199.19,105.01,5.0,6.0,2.0,105.01,0.0,0.0,6,7,0,13,0,8,5,22800
B,2018-09-19,181.78,96.21,3.0,8.0,1.0,96.21,0.0,0.0,7,5,0,12,0,9,3,19232
B,2018-09-20,248.52,130.47,5.0,7.0,3.0,130.47,0.0,0.0,3,12,0,15,0,6,9,28961
B,2018-09-21,213.77,109.58,8.0,9.0,4.0,109.58,0.0,0.0,3,18,0,19,2,7,14,28017
B,2018-09-22,185.53,93.76,2.0,8.0,1.0,93.77,0.0,1.0,4,7,0,11,0,8,3,20622
B,2018-09-23,201.94,107.33,5.0,7.0,1.0,107.33,0.0,0.0,1,12,0,12,1,7,6,22363
B,2018-09-24,240.92,123.01,5.0,8.0,2.0,123.01,0.0,0.0,2,13,0,14,1,10,5,29818
B,2018-09-25,176.3,90.29,2.0,7.0,4.0,90.3,0.0,1.0,4,9,0,12,1,9,4,27298
B,2018-09-26,270.7,146.51,6.0,5.0,2.0,146.51,0.0,0.0,3,10,0,12,1,9,4,30870
B,2018-09-27,245.8,130.31,6.0,33.0,2.0,130.31,0.0,0.0,13,28,0,38,3,11,30,31253
B,2018-09-28,259.67,136.57,7.0,11.0,7.0,136.57,0.0,0.0,10,15,0,22,3,15,10,40294
B,2018-09-29,205.9,109.1,6.0,17.0,5.0,109.1,0.0,0.0,14,14,0,26,2,25,3,24523
B,2018-09-30,304.35,159.09,3.0,9.0,2.0,159.09,0.0,0.0,5,9,0,13,1,13,1,33394
B,2018-10-01,297.56,155.01,16.0,8.0,3.0,155.01,0.0,0.0,6,21,0,24,3,16,11,35943
B,2018-10-02,125.15,67.15,5.0,5.0,5.0,67.15,0.0,0.0,10,5,0,14,1,10,5,19570
B,2018-10-03,293.28,157.71,7.0,5.0,5.0,157.82,0.0,1.0,5,12,0,15,2,12,5,37897
B,2018-10-04,244.25,125.47,2.0,9.0,4.0,125.48,0.0,0.0,2,13,0,12,3,9,6,29791
B,2018-10-05,268.48,139.61,3.0,12.0,2.0,139.62,0.0,1.0,9,8,0,15,2,14,3,38315
B,2018-10-06,190.87,100.6,1.0,6.0,5.0,100.6,0.0,0.0,4,8,0,11,1,8,4,25634
B,2018-10-07,222.79,117.15,4.0,10.0,4.0,117.16,0.0,0.0,8,10,0,16,2,11,7,25078
B,2018-10-08,136.59,70.57,2.0,4.0,3.0,70.57,0.0,0.0,1,7,1,8,1,2,7,20438
B,2018-10-09,156.89,83.52,2.0,5.0,4.0,83.52,0.0,0.0,1,9,1,9,2,7,4,19061
B,2018-10-10,130.47,68.66,1.0,5.0,4.0,68.66,0.0,0.0,0,10,0,7,3,6,4,19889
B,2018-10-11,312.46,164.07,4.0,10.0,6.0,164.07,0.0,0.0,7,13,0,19,1,13,7,37603
B,2018-10-12,298.4,154.49,5.0,6.0,4.0,154.48,0.0,1.0,8,7,0,12,3,13,2,36317
B,2018-10-13,245.18,129.58,3.0,4.0,5.0,129.59,0.0,0.0,5,7,0,11,1,9,3,27351
B,2018-10-14,108.89,57.81,4.0,4.0,1.0,57.81,0.0,0.0,3,6,0,6,3,7,2,17287
B,2018-10-15,200.24,102.74,4.0,9.0,1.0,102.74,0.0,0.0,4,10,0,11,3,9,5,28713
B,2018-10-16,213.29,112.05,3.0,8.0,3.0,112.05,0.0,0.0,4,10,0,11,3,9,5,26187
B,2018-10-17,238.77,128.01,6.0,6.0,4.0,128.01,0.0,0.0,10,6,0,11,5,13,3,34592
B,2018-10-18,178.39,96.79,6.0,3.0,3.0,96.79,0.0,0.0,1,11,0,12,0,8,4,25710
B,2018-10-19,123.62,63.03,1.0,6.0,5.0,63.21,0.0,2.0,2,10,0,11,1,9,3,17725
B,2018-10-20,129.35,66.7,4.0,5.0,1.0,66.7,0.0,0.0,3,7,0,9,1,7,3,16169
B,2018-10-21,244.09,123.16,3.0,8.0,2.0,123.17,0.0,0.0,4,9,0,12,1,10,3,24608
B,2018-10-22,203.01,103.61,3.0,6.0,4.0,103.61,0.0,0.0,5,8,0,13,0,6,7,24048
B,2018-10-23,170.83,91.97,4.0,4.0,2.0,91.97,0.0,0.0,3,7,0,9,1,7,3,21859
B,2018-10-24,186.63,96.13,2.0,8.0,2.0,96.13,0.0,0.0,3,8,1,11,1,4,8,23090
B,2018-10-25,205.93,107.51,4.0,9.0,4.0,107.51,0.0,0.0,5,12,0,15,2,9,8,28323
B,2018-10-26,85.78,44.38,2.0,5.0,1.0,44.38,0.0,0.0,3,5,0,6,2,4,4,11889
B,2018-10-27,163.28,85.53,4.0,5.0,5.0,85.53,0.0,0.0,5,9,0,10,4,7,7,24519
B,2018-10-28,205.3,107.76,2.0,3.0,3.0,107.76,0.0,0.0,4,4,0,8,0,6,2,23548
B,2018-10-29,129.58,67.71,3.0,4.0,1.0,67.71,0.0,0.0,3,5,0,8,0,6,2,14319
B,2018-10-30,157.95,82.37,3.0,5.0,2.0,82.37,0.0,0.0,3,7,0,9,1,7,3,22426
B,2018-10-31,180.69,95.05,5.0,8.0,2.0,95.06,0.0,0.0,5,9,1,14,1,9,6,24592
B,2018-11-01,229.69,119.65,4.0,7.0,3.0,119.65,0.0,0.0,4,10,0,11,3,12,2,28423
B,2018-11-02,223.6,115.34,4.0,7.0,1.0,115.34,0.0,0.0,5,7,0,11,1,7,5,22421
B,2018-11-03,227.57,120.39,5.0,11.0,3.0,120.39,0.0,0.0,10,8,1,19,0,16,3,29812
B,2018-11-04,211.96,112.45,4.0,11.0,6.0,112.45,0.0,0.0,9,12,0,20,1,18,3,23360
B,2018-11-05,152.45,77.26,2.0,7.0,1.0,77.25,0.0,0.0,2,8,0,9,1,7,3,19820
B,2018-11-06,135.84,70.09,3.0,7.0,4.0,70.1,0.0,1.0,6,8,0,14,0,12,2,16668
B,2018-11-07,267.01,140.4,7.0,11.0,5.0,140.4,0.0,0.0,7,16,0,23,0,16,7,38462
B,2018-11-08,154.91,82.08,9.0,8.0,6.0,82.08,0.0,0.0,4,19,0,22,1,5,18,18214
B,2018-11-09,246.8,126.85,5.0,13.0,3.0,126.84,0.0,0.0,9,12,0,18,3,18,3,33494
B,2018-11-10,185.26,95.86,5.0,7.0,2.0,95.86,0.0,0.0,4,10,0,11,3,7,7,22077
B,2018-11-11,165.56,90.02,3.0,9.0,2.0,90.02,0.0,0.0,4,9,1,14,0,6,8,19383
B,2018-11-12,145.16,77.01,3.0,13.0,1.0,77.01,0.0,0.0,6,11,0,15,2,14,3,18543
B,2018-11-13,181.19,84.34,4.0,4.0,5.0,95.43,0.0,1.0,6,7,0,13,0,7,6,19971
B,2018-11-14,127.68,67.68,4.0,4.0,2.0,67.68,0.0,0.0,2,8,0,9,1,4,6,15587
B,2018-11-15,101.77,54.93,3.0,3.0,6.0,54.93,0.0,0.0,8,4,0,12,0,10,2,13202
B,2018-11-16,152.51,76.64,4.0,12.0,3.0,76.65,0.0,1.0,5,14,0,18,1,17,2,20328
B,2018-11-17,115.78,59.2,2.0,5.0,2.0,59.2,0.0,0.0,5,4,0,7,2,6,3,19187
B,2018-11-18,102.0,54.24,4.0,6.0,3.0,54.38,0.0,1.0,6,7,0,12,1,11,2,15364
B,2018-11-19,158.87,85.04,3.0,5.0,2.0,85.04,0.0,0.0,3,7,0,10,0,8,2,17791
B,2018-11-20,123.28,63.94,2.0,7.0,4.0,63.95,0.0,0.0,5,8,0,13,0,8,5,18619
B,2018-11-21,201.07,105.02,6.0,4.0,2.0,105.02,0.0,0.0,4,8,0,12,0,6,6,23203
B,2018-11-22,35.83,18.76,1.0,2.0,1.0,18.76,0.0,0.0,1,3,0,3,1,4,0,5377
B,2018-11-23,111.45,57.23,2.0,5.0,1.0,57.23,0.0,0.0,3,5,0,6,2,4,4,18164
B,2018-11-24,291.09,151.45,9.0,6.0,3.0,151.45,0.0,0.0,8,10,0,17,1,13,5,30230
B,2018-11-25,163.37,83.15,4.0,5.0,1.0,83.15,0.0,0.0,5,5,0,7,3,9,1,22886
B,2018-11-26,196.44,102.29,5.0,7.0,4.0,102.29,0.0,0.0,6,10,0,15,1,9,7,24949
B,2018-11-27,79.59,41.93,3.0,6.0,3.0,41.93,0.0,0.0,2,10,0,11,1,8,4,10215
B,2018-11-28,154.87,77.83,5.0,9.0,2.0,77.83,0.0,0.0,7,9,0,14,2,14,2,21236
B,2018-11-29,236.84,124.01,3.0,7.0,3.0,124.02,0.0,1.0,5,8,0,9,4,9,4,23696
B,2018-11-30,168.51,84.87,0.0,8.0,4.0,84.87,0.0,0.0,4,8,0,11,1,9,3,20961
B,2018-12-01,324.85,169.71,6.0,7.0,4.0,169.71,0.0,0.0,6,11,0,14,3,11,6,41527
B,2018-12-02,139.59,72.27,2.0,4.0,2.0,72.28,0.0,0.0,4,4,0,7,1,6,2,20020
B,2018-12-03,124.89,66.06,3.0,3.0,3.0,66.06,0.0,0.0,4,5,0,9,0,6,3,13840
B,2018-12-04,187.23,99.49,3.0,4.0,3.0,99.49,0.0,0.0,4,6,0,7,3,5,5,22345
B,2018-12-05,168.46,91.63,6.0,3.0,4.0,91.63,0.0,0.0,4,9,0,12,1,8,5,23672
B,2018-12-06,217.82,114.35,3.0,6.0,4.0,114.35,0.0,0.0,4,9,0,11,2,8,5,27842
B,2018-12-07,251.01,132.31,3.0,4.0,5.0,132.32,0.0,0.0,4,8,0,11,1,9,3,29304
B,2018-12-08,236.52,122.81,4.0,7.0,5.0,122.81,0.0,0.0,11,5,0,13,3,11,5,30188
B,2018-12-09,136.84,70.89,4.0,5.0,0.0,70.89,0.0,0.0,4,5,0,8,1,7,2,20042
B,2018-12-10,131.4,69.73,3.0,6.0,2.0,69.73,0.0,0.0,5,6,0,8,3,8,3,16361
B,2018-12-11,163.64,82.64,5.0,5.0,0.0,82.64,0.0,0.0,4,6,0,9,1,7,3,23137
B,2018-12-12,183.64,97.63,5.0,3.0,4.0,97.63,0.0,0.0,4,8,0,11,1,10,2,19709
B,2018-12-13,95.51,51.78,5.0,2.0,2.0,51.78,0.0,0.0,2,7,0,8,1,3,6,11806
B,2018-12-14,192.35,96.94,1.0,9.0,6.0,96.94,0.0,0.0,2,14,0,16,0,8,8,23304
B,2018-12-15,88.72,44.86,1.0,5.0,3.0,44.86,0.0,0.0,5,4,0,7,2,7,2,17970
